Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	Heat Flow
467,4	-0,312915	0	150	153,018936	0	1,480999
467,416667	-0,312421	0	150	153,018326	0	1,480999
467,433333	-0,312138	0	150	153,018021	0	1,480999
467,45	-0,312562	0	150	153,017715	0	1,480999
467,466667	-0,311503	0	150	153,0168	0	1,480999
467,483333	-0,310867	0	150	153,015884	0	1,480999
467,5	-0,310867	0	150	153,014648	0	1,480999
467,516667	-0,311927	0	150	153,014038	0	1,480999
467,533333	-0,311362	0	150	153,012817	0	1,480999
467,55	-0,31235	0	150	153,012817	0	1,480999
467,566667	-0,311927	0	150	153,014648	0	1,480999
467,583333	-0,312068	0	150	153,01619	0	1,480999
467,6	-0,311856	0	150	153,015884	0	1,480999
467,616667	-0,311715	0	150	153,0168	0	1,480999
467,633333	-0,311927	0	150	153,018021	0	1,480999
467,65	-0,311079	0	150	153,01741	0	1,480999
467,666667	-0,311856	0	150	153,017105	0	1,480999
467,683333	-0,312138	0	150	153,018326	0	1,480999
467,7	-0,312915	0	150	153,01741	0	1,480999
467,716667	-0,312068	0	150	153,018021	0	1,480999
467,733333	-0,312492	0	150	153,017715	0	1,480999
467,75	-0,312492	0	150	153,01741	0	1,480999
467,766667	-0,312915	0	150	153,017105	0	1,480999
467,783333	-0,313198	0	150	153,0168	0	1,480999
467,8	-0,311856	0	150	153,015259	0	1,480999
467,816667	-0,312138	0	150	153,014038	0	1,480999
467,833333	-0,312421	0	150	153,014038	0	1,480999
467,85	-0,311291	0	150	153,013123	0	1,480999
467,866667	-0,311644	0	150	153,013428	0	1,480999
467,883333	-0,311503	0	150	153,012817	0	1,480999
467,9	-0,311927	0	150	153,013733	0	1,480999
467,916667	-0,31228	0	150	153,013428	0	1,480999
467,933333	-0,312562	0	150	153,015884	0	1,480999
467,95	-0,31235	0	150	153,016495	0	1,480999
467,966667	-0,31235	0	150	153,01741	0	1,480999
467,983333	-0,311715	0	150	153,017715	0	1,480999
468	-0,312068	0	150	153,018326	0	1,480999
468,016667	-0,312492	0	150	153,015259	0	1,480999
468,033333	-0,312562	0	150	153,015884	0	1,480999
468,05	-0,312915	0	150	153,01619	0	1,480999
468,066667	-0,312703	0	150	153,01619	0	1,480999
468,083333	-0,312915	0	150	153,015884	0	1,480999
468,1	-0,311856	0	150	153,018936	0	1,480999
468,116667	-0,31228	0	150	153,019241	0	1,480999
468,133333	-0,311856	0	150	153,019241	0	1,480999
468,15	-0,31122	0	150	153,018936	0	1,480999
468,166667	-0,312562	0	150	153,019241	0	1,480999
468,183333	-0,313833	0	150	153,018936	0	1,480999
468,2	-0,312986	0	150	153,018631	0	1,480999
468,216667	-0,31235	0	150	153,018631	0	1,480999
468,233333	-0,312492	0	150	153,018326	0	1,480999
468,25	-0,312209	0	150	153,018021	0	1,480999
468,266667	-0,312986	0	150	153,01741	0	1,480999
468,283333	-0,312774	0	150	153,0168	0	1,480999
468,3	-0,313057	0	150	153,017105	0	1,480999
468,316667	-0,313198	0	150	153,0168	0	1,480999
468,333333	-0,313763	0	150	153,017105	0	1,480999
468,35	-0,312845	0	150	153,0168	0	1,480999
468,366667	-0,311927	0	150	153,015884	0	1,480999
468,383333	-0,312138	0	150	153,014954	0	1,480999
468,4	-0,313198	0	150	153,015564	0	1,480999
468,416667	-0,312703	0	150	153,015884	0	1,480999
468,433333	-0,312562	0	150	153,01741	0	1,480999
468,45	-0,31235	0	150	153,018326	0	1,480999
468,466667	-0,311432	0	150	153,018936	0	1,480999
468,483333	-0,311503	0	150	153,019547	0	1,480999
468,5	-0,311432	0	150	153,019547	0	1,480999
468,516667	-0,312562	0	150	153,019547	0	1,480999
468,533333	-0,312774	0	150	153,021088	0	1,480999
468,55	-0,313692	0	150	153,022003	0	1,480999
468,566667	-0,312845	0	150	153,022308	0	1,480999
468,583333	-0,312845	0	150	153,022308	0	1,480999
468,6	-0,31341	0	150	153,022919	0	1,480999
468,616667	-0,31348	0	150	153,022614	0	1,480999
468,633333	-0,313904	0	150	153,023529	0	1,480999
468,65	-0,312915	0	150	153,023529	0	1,480999
468,666667	-0,312774	0	150	153,023529	0	1,480999
468,683333	-0,313551	0	150	153,022614	0	1,480999
468,7	-0,314116	0	150	153,023834	0	1,480999
468,716667	-0,314116	0	150	153,023529	0	1,480999
468,733333	-0,312562	0	150	153,024155	0	1,480999
468,75	-0,313127	0	150	153,02507	0	1,480999
468,766667	-0,313833	0	150	153,02507	0	1,480999
468,783333	-0,313975	0	150	153,023834	0	1,480999
468,8	-0,314469	0	150	153,024155	0	1,480999
468,816667	-0,313975	0	150	153,024155	0	1,480999
468,833333	-0,31461	0	150	153,025375	0	1,480999
468,85	-0,314751	0	150	153,023834	0	1,480999
468,866667	-0,314186	0	150	153,02446	0	1,480999
468,883333	-0,314045	0	150	153,02446	0	1,480999
468,9	-0,314469	0	150	153,023834	0	1,480999
468,916667	-0,314045	0	150	153,021088	0	1,480999
468,933333	-0,314328	0	150	153,021698	0	1,480999
468,95	-0,314257	0	150	153,021088	0	1,480999
468,966667	-0,314257	0	150	153,020172	0	1,480999
468,983333	-0,313763	0	150	153,019241	0	1,480999
469	-0,314045	0	150	153,019852	0	1,480999
469,016667	-0,313763	0	150	153,020782	0	1,480999
469,033333	-0,313339	0	150	153,018936	0	1,480999
469,05	-0,313198	0	150	153,018631	0	1,480999
469,066667	-0,312915	0	150	153,019241	0	1,480999
469,083333	-0,312492	0	150	153,019241	0	1,480999
469,1	-0,311927	0	150	153,017105	0	1,480999
469,116667	-0,312845	0	150	153,018326	0	1,480999
469,133333	-0,31235	0	150	153,018631	0	1,480999
469,15	-0,312562	0	150	153,01741	0	1,480999
469,166667	-0,312915	0	150	153,01741	0	1,480999
469,183333	-0,312562	0	150	153,019241	0	1,480999
